phenoname,ancestry,trait_type,category,n_cases,n_controls,description,phecode_category,description_more
681.5,afr,binary,phecode,423,38877,"Cellulitis and abscess of leg, except foot",Dermatologic,NA
681.5,amr,binary,phecode,553,30946,"Cellulitis and abscess of leg, except foot",Dermatologic,NA
681.5,eur,binary,phecode,2047,93923,"Cellulitis and abscess of leg, except foot",Dermatologic,NA
681.7,afr,binary,phecode,340,39154,Cellulitis and abscess of trunk,Dermatologic,NA
681.7,amr,binary,phecode,327,31373,Cellulitis and abscess of trunk,Dermatologic,NA
681.7,eur,binary,phecode,766,96716,Cellulitis and abscess of trunk,Dermatologic,NA
686,eur,binary,phecode,690,94968,Other local infections of skin and subcutaneous tissue,Dermatologic,NA
686.1,eur,binary,phecode,297,98151,Carbuncle and furuncle,Dermatologic,NA
687,afr,binary,phecode,481,38082,Symptoms affecting skin,Dermatologic,NA
687,amr,binary,phecode,289,30636,Symptoms affecting skin,Dermatologic,NA
687,eur,binary,phecode,1708,90950,Symptoms affecting skin,Dermatologic,NA
687.1,afr,binary,phecode,853,35811,Rash and other nonspecific skin eruption,Dermatologic,NA
687.1,amr,binary,phecode,844,28347,Rash and other nonspecific skin eruption,Dermatologic,NA
687.1,eur,binary,phecode,3338,84999,Rash and other nonspecific skin eruption,Dermatologic,NA
687.2,afr,binary,phecode,322,38732,"Localized superficial swelling, mass, or lump",Dermatologic,NA
687.2,eur,binary,phecode,688,94686,"Localized superficial swelling, mass, or lump",Dermatologic,NA
687.4,afr,binary,phecode,2332,34495,Disturbance of skin sensation,Dermatologic,NA
687.4,amr,binary,phecode,1699,28185,Disturbance of skin sensation,Dermatologic,NA
687.4,eur,binary,phecode,7740,81882,Disturbance of skin sensation,Dermatologic,NA
689,afr,binary,phecode,513,37755,Disorder of skin and subcutaneous tissue NOS,Dermatologic,NA
689,amr,binary,phecode,412,30141,Disorder of skin and subcutaneous tissue NOS,Dermatologic,NA
689,eur,binary,phecode,4919,83776,Disorder of skin and subcutaneous tissue NOS,Dermatologic,NA
690,afr,binary,phecode,273,39400,Erythematosquamous dermatosis,Dermatologic,NA
690,amr,binary,phecode,210,31446,Erythematosquamous dermatosis,Dermatologic,NA
690,eur,binary,phecode,1480,94572,Erythematosquamous dermatosis,Dermatologic,NA
690.1,afr,binary,phecode,267,39415,Seborrheic dermatitis,Dermatologic,NA
690.1,amr,binary,phecode,206,31469,Seborrheic dermatitis,Dermatologic,NA
690.1,eur,binary,phecode,1462,94651,Seborrheic dermatitis,Dermatologic,NA
691,eur,binary,phecode,285,98119,Congenital anomalies of skin,Dermatologic,NA
694,afr,binary,phecode,614,38445,Dyschromia and Vitiligo,Dermatologic,NA
694,amr,binary,phecode,642,30343,Dyschromia and Vitiligo,Dermatologic,NA
694,eur,binary,phecode,4749,87557,Dyschromia and Vitiligo,Dermatologic,NA
694.2,afr,binary,phecode,545,38558,Other dyschromia,Dermatologic,NA
694.2,amr,binary,phecode,564,30490,Other dyschromia,Dermatologic,NA
694.2,eur,binary,phecode,4518,87932,Other dyschromia,Dermatologic,NA
695,afr,binary,phecode,929,38093,Erythematous conditions,Dermatologic,NA
695,amr,binary,phecode,704,30361,Erythematous conditions,Dermatologic,NA
695,eur,binary,phecode,4475,88416,Erythematous conditions,Dermatologic,NA
695.3,eur,binary,phecode,1789,94703,Rosacea,Dermatologic,NA
695.4,afr,binary,phecode,451,39793,Lupus (localized and systemic),Dermatologic,NA
695.4,amr,binary,phecode,267,31857,Lupus (localized and systemic),Dermatologic,NA
695.4,eur,binary,phecode,592,98434,Lupus (localized and systemic),Dermatologic,NA
695.42,afr,binary,phecode,405,39831,Systemic lupus erythematosus,Dermatologic,NA
695.42,amr,binary,phecode,242,31869,Systemic lupus erythematosus,Dermatologic,NA
695.42,eur,binary,phecode,483,98529,Systemic lupus erythematosus,Dermatologic,NA
695.7,afr,binary,phecode,210,39667,Prurigo and Lichen,Dermatologic,NA
695.7,eur,binary,phecode,607,97251,Prurigo and Lichen,Dermatologic,NA
695.8,eur,binary,phecode,580,96770,Other specified erythematous conditions,Dermatologic,NA
695.9,eur,binary,phecode,260,97853,Unspecified erythematous condition,Dermatologic,NA
696,amr,binary,phecode,254,31683,Psoriasis and related disorders,Dermatologic,NA
696,eur,binary,phecode,1776,95678,Psoriasis and related disorders,Dermatologic,NA
696.4,amr,binary,phecode,242,31782,Psoriasis,Dermatologic,NA
696.4,eur,binary,phecode,1693,96040,Psoriasis,Dermatologic,NA
696.41,eur,binary,phecode,1341,96317,Psoriasis vulgaris,Dermatologic,NA
696.42,eur,binary,phecode,345,98770,Psoriatic arthropathy,Dermatologic,NA
697,afr,binary,phecode,314,40033,Sarcoidosis,Dermatologic,NA
697,eur,binary,phecode,313,99021,Sarcoidosis,Dermatologic,NA
698,afr,binary,phecode,734,37378,Pruritus and related conditions,Dermatologic,NA
698,amr,binary,phecode,598,29940,Pruritus and related conditions,Dermatologic,NA
698,eur,binary,phecode,1771,92806,Pruritus and related conditions,Dermatologic,NA
700,afr,binary,phecode,304,38923,Corns and callosities,Dermatologic,NA
700,eur,binary,phecode,711,96245,Corns and callosities,Dermatologic,NA
701,afr,binary,phecode,976,37460,Other hypertrophic and atrophic conditions of skin,Dermatologic,NA
701,amr,binary,phecode,712,29947,Other hypertrophic and atrophic conditions of skin,Dermatologic,NA
701,eur,binary,phecode,5145,86068,Other hypertrophic and atrophic conditions of skin,Dermatologic,NA
701.1,eur,binary,phecode,311,97707,"Keratoderma, acquired",Dermatologic,NA
701.2,eur,binary,phecode,1122,94410,Scar conditions and fibrosis of skin,Dermatologic,NA
701.3,eur,binary,phecode,294,98686,Circumscribed scleroderma,Dermatologic,NA
701.4,eur,binary,phecode,224,98567,Keloid scar,Dermatologic,NA
702,afr,binary,phecode,308,39430,Degenerative skin conditions and other dermatoses,Dermatologic,NA
702,amr,binary,phecode,580,30896,Degenerative skin conditions and other dermatoses,Dermatologic,NA
702,eur,binary,phecode,13029,79605,Degenerative skin conditions and other dermatoses,Dermatologic,NA
702.1,eur,binary,phecode,4768,87830,Actinic keratosis,Dermatologic,NA
702.2,afr,binary,phecode,294,39526,Seborrheic keratosis,Dermatologic,NA
702.2,amr,binary,phecode,442,31070,Seborrheic keratosis,Dermatologic,NA
702.2,eur,binary,phecode,9250,82348,Seborrheic keratosis,Dermatologic,NA
703,afr,binary,phecode,453,38983,"Diseases of nail, NOS",Dermatologic,NA
703,amr,binary,phecode,258,31420,"Diseases of nail, NOS",Dermatologic,NA
703,eur,binary,phecode,1458,95254,"Diseases of nail, NOS",Dermatologic,NA
703.1,eur,binary,phecode,587,96468,Ingrowing nail,Dermatologic,NA
704,afr,binary,phecode,903,37844,Diseases of hair and hair follicles,Dermatologic,NA
704,amr,binary,phecode,657,30217,Diseases of hair and hair follicles,Dermatologic,NA
704,eur,binary,phecode,2682,90521,Diseases of hair and hair follicles,Dermatologic,NA
704.1,afr,binary,phecode,529,39145,Alopecia,Dermatologic,NA
704.1,amr,binary,phecode,441,31063,Alopecia,Dermatologic,NA
704.1,eur,binary,phecode,1311,95544,Alopecia,Dermatologic,NA
704.2,eur,binary,phecode,201,98633,Hirsutism,Dermatologic,NA
704.8,eur,binary,phecode,462,95794,Other specified diseases of hair and hair follicles,Dermatologic,NA
705,eur,binary,phecode,392,97793,Disorders of sweat glands,Dermatologic,NA
705.8,eur,binary,phecode,750,96037,Hyperhidrosis,Dermatologic,NA
706,afr,binary,phecode,1430,36453,Diseases of sebaceous glands,Dermatologic,NA
706,amr,binary,phecode,1020,29320,Diseases of sebaceous glands,Dermatologic,NA
706,eur,binary,phecode,6681,83776,Diseases of sebaceous glands,Dermatologic,NA
706.1,afr,binary,phecode,485,38886,Acne,Dermatologic,NA
706.1,amr,binary,phecode,385,31031,Acne,Dermatologic,NA
706.1,eur,binary,phecode,2094,93858,Acne,Dermatologic,NA
706.2,afr,binary,phecode,423,38871,Sebaceous cyst,Dermatologic,NA
706.2,amr,binary,phecode,299,31184,Sebaceous cyst,Dermatologic,NA
706.2,eur,binary,phecode,2492,91436,Sebaceous cyst,Dermatologic,NA
706.8,afr,binary,phecode,227,39001,Other specified diseases of sebaceous glands,Dermatologic,NA
706.8,eur,binary,phecode,1010,94288,Other specified diseases of sebaceous glands,Dermatologic,NA
707,afr,binary,phecode,684,39204,Chronic ulcer of skin,Dermatologic,NA
707,amr,binary,phecode,519,31339,Chronic ulcer of skin,Dermatologic,NA
707,eur,binary,phecode,2001,95765,Chronic ulcer of skin,Dermatologic,NA
707.1,eur,binary,phecode,477,98576,Decubitus ulcer,Dermatologic,NA
707.2,afr,binary,phecode,490,39627,Chronic ulcer of leg or foot,Dermatologic,NA
707.2,amr,binary,phecode,408,31652,Chronic ulcer of leg or foot,Dermatologic,NA
707.2,eur,binary,phecode,1391,97134,Chronic ulcer of leg or foot,Dermatologic,NA
707.3,eur,binary,phecode,268,98299,Chronic ulcer of unspecified site,Dermatologic,NA
709,afr,binary,phecode,254,39846,Diffuse diseases of connective tissue,Dermatologic,NA
709,amr,binary,phecode,252,31766,Diffuse diseases of connective tissue,Dermatologic,NA
709,eur,binary,phecode,1116,97071,Diffuse diseases of connective tissue,Dermatologic,NA
709.2,eur,binary,phecode,646,98041,Sicca syndrome,Dermatologic,NA
709.7,eur,binary,phecode,210,98732,Unspecified diffuse connective tissue disease,Dermatologic,NA
710,afr,binary,phecode,310,39980,"Osteomyelitis, periostitis, and other infections involving bone",Musculoskeletal,NA
710,amr,binary,phecode,316,31816,"Osteomyelitis, periostitis, and other infections involving bone",Musculoskeletal,NA
710,eur,binary,phecode,873,98006,"Osteomyelitis, periostitis, and other infections involving bone",Musculoskeletal,NA
710.1,afr,binary,phecode,301,39992,Osteomyelitis,Musculoskeletal,NA
710.1,amr,binary,phecode,315,31825,Osteomyelitis,Musculoskeletal,NA
710.1,eur,binary,phecode,857,98060,Osteomyelitis,Musculoskeletal,NA
710.11,eur,binary,phecode,250,98950,Acute osteomyelitis,Musculoskeletal,NA
710.19,eur,binary,phecode,399,98285,Unspecified osteomyelitis,Musculoskeletal,NA
711,eur,binary,phecode,315,98595,Arthropathy associated with infections,Musculoskeletal,NA
711.1,eur,binary,phecode,220,98794,Pyogenic arthritis,Musculoskeletal,NA
714,afr,binary,phecode,570,39264,Rheumatoid arthritis and other inflammatory polyarthropathies,Musculoskeletal,NA
714,amr,binary,phecode,493,31282,Rheumatoid arthritis and other inflammatory polyarthropathies,Musculoskeletal,NA
714,eur,binary,phecode,1905,95359,Rheumatoid arthritis and other inflammatory polyarthropathies,Musculoskeletal,NA
714.1,afr,binary,phecode,473,39518,Rheumatoid arthritis,Musculoskeletal,NA
714.1,amr,binary,phecode,400,31495,Rheumatoid arthritis,Musculoskeletal,NA
714.1,eur,binary,phecode,1467,96596,Rheumatoid arthritis,Musculoskeletal,NA
715,afr,binary,phecode,244,39506,Other inflammatory spondylopathies,Musculoskeletal,NA
715,eur,binary,phecode,876,96353,Other inflammatory spondylopathies,Musculoskeletal,NA
715.1,eur,binary,phecode,310,97797,Sacroiliitis NEC,Musculoskeletal,NA
716,afr,binary,phecode,914,37277,Other arthropathies,Musculoskeletal,NA
716,amr,binary,phecode,402,30727,Other arthropathies,Musculoskeletal,NA
716,eur,binary,phecode,2565,90066,Other arthropathies,Musculoskeletal,NA
716.9,afr,binary,phecode,729,37548,Arthropathy NOS,Musculoskeletal,NA
716.9,amr,binary,phecode,301,30902,Arthropathy NOS,Musculoskeletal,NA
716.9,eur,binary,phecode,2043,90958,Arthropathy NOS,Musculoskeletal,NA
717,eur,binary,phecode,233,98864,Polymyalgia Rheumatica,Musculoskeletal,NA
720,afr,binary,phecode,1126,37759,Spinal stenosis,Musculoskeletal,NA
720,amr,binary,phecode,490,30977,Spinal stenosis,Musculoskeletal,NA
720,eur,binary,phecode,3654,90703,Spinal stenosis,Musculoskeletal,NA
720.1,afr,binary,phecode,446,39089,Spinal stenosis of lumbar region,Musculoskeletal,NA
720.1,eur,binary,phecode,1439,94865,Spinal stenosis of lumbar region,Musculoskeletal,NA
721,afr,binary,phecode,2963,34851,Spondylosis and allied disorders,Musculoskeletal,NA
721,amr,binary,phecode,1504,29206,Spondylosis and allied disorders,Musculoskeletal,NA
721,eur,binary,phecode,8396,83240,Spondylosis and allied disorders,Musculoskeletal,NA
721.1,afr,binary,phecode,2737,35057,Spondylosis without myelopathy,Musculoskeletal,NA
721.1,amr,binary,phecode,1373,29340,Spondylosis without myelopathy,Musculoskeletal,NA
721.1,eur,binary,phecode,7742,83881,Spondylosis without myelopathy,Musculoskeletal,NA
721.2,eur,binary,phecode,267,98286,Spondylosis with myelopathy,Musculoskeletal,NA
722,afr,binary,phecode,2767,35547,Intervertebral disc disorders,Musculoskeletal,NA
722,amr,binary,phecode,1514,29367,Intervertebral disc disorders,Musculoskeletal,NA
722,eur,binary,phecode,8312,84033,Intervertebral disc disorders,Musculoskeletal,NA
722.1,afr,binary,phecode,903,38068,Displacement of intervertebral disc,Musculoskeletal,NA
722.1,amr,binary,phecode,458,30968,Displacement of intervertebral disc,Musculoskeletal,NA
722.1,eur,binary,phecode,2225,92712,Displacement of intervertebral disc,Musculoskeletal,NA
722.6,afr,binary,phecode,1539,36717,Degeneration of intervertebral disc,Musculoskeletal,NA
722.6,amr,binary,phecode,855,30143,Degeneration of intervertebral disc,Musculoskeletal,NA
722.6,eur,binary,phecode,4714,87812,Degeneration of intervertebral disc,Musculoskeletal,NA
722.8,eur,binary,phecode,270,98575,Postlaminectomy syndrome,Musculoskeletal,NA
722.9,eur,binary,phecode,640,97083,Other and unspecified disc disorder,Musculoskeletal,NA
723,eur,binary,phecode,482,97110,Other disorders of cervical region,Musculoskeletal,NA
724,afr,binary,phecode,1085,38244,Other and unspecified disorders of back,Musculoskeletal,NA
724,amr,binary,phecode,863,30753,Other and unspecified disorders of back,Musculoskeletal,NA
724,eur,binary,phecode,4436,91697,Other and unspecified disorders of back,Musculoskeletal,NA
724.1,eur,binary,phecode,998,94859,Disorders of sacrum,Musculoskeletal,NA
724.2,eur,binary,phecode,261,95564,Disorders of coccyx,Musculoskeletal,NA
724.8,eur,binary,phecode,226,97096,Other symptoms referable to back,Musculoskeletal,NA
724.9,eur,binary,phecode,279,98004,Other unspecified back disorders,Musculoskeletal,NA
726,afr,binary,phecode,3683,34182,Peripheral enthesopathies and allied syndromes,Musculoskeletal,NA
726,amr,binary,phecode,2332,28137,Peripheral enthesopathies and allied syndromes,Musculoskeletal,NA
726,eas,binary,phecode,269,3459,Peripheral enthesopathies and allied syndromes,Musculoskeletal,NA
726,eur,binary,phecode,15113,74531,Peripheral enthesopathies and allied syndromes,Musculoskeletal,NA
726.1,afr,binary,phecode,1838,36457,Enthesopathy,Musculoskeletal,NA
726.1,amr,binary,phecode,1041,29898,Enthesopathy,Musculoskeletal,NA
726.1,eur,binary,phecode,7644,83625,Enthesopathy,Musculoskeletal,NA
726.2,eur,binary,phecode,491,97211,Synoviopathy,Musculoskeletal,NA
726.3,afr,binary,phecode,263,39531,Bursitis,Musculoskeletal,NA
726.3,eur,binary,phecode,1104,95551,Bursitis,Musculoskeletal,NA
726.4,afr,binary,phecode,232,39492,Calcaneal spur; Exostosis NOS,Musculoskeletal,NA
726.4,eur,binary,phecode,468,96895,Calcaneal spur; Exostosis NOS,Musculoskeletal,NA
727,afr,binary,phecode,2020,36129,"Other disorders of synovium, tendon, and bursa",Musculoskeletal,NA
727,amr,binary,phecode,1266,29511,"Other disorders of synovium, tendon, and bursa",Musculoskeletal,NA
727,eur,binary,phecode,8197,82899,"Other disorders of synovium, tendon, and bursa",Musculoskeletal,NA
727.1,afr,binary,phecode,904,38104,Synovitis and tenosynovitis,Musculoskeletal,NA
727.1,amr,binary,phecode,616,30727,Synovitis and tenosynovitis,Musculoskeletal,NA
727.1,eur,binary,phecode,3619,90542,Synovitis and tenosynovitis,Musculoskeletal,NA
727.4,afr,binary,phecode,280,39685,"Ganglion and cyst of synovium, tendon, and bursa",Musculoskeletal,NA
727.4,eur,binary,phecode,1415,95704,"Ganglion and cyst of synovium, tendon, and bursa",Musculoskeletal,NA
727.5,eur,binary,phecode,351,97867,Rupture of synovium,Musculoskeletal,NA
727.6,eur,binary,phecode,525,97389,"Rupture of tendon, nontraumatic",Musculoskeletal,NA
728.7,afr,binary,phecode,366,38709,Fasciitis,Musculoskeletal,NA
728.7,amr,binary,phecode,300,30851,Fasciitis,Musculoskeletal,NA
728.7,eur,binary,phecode,1940,92047,Fasciitis,Musculoskeletal,NA
728.71,eur,binary,phecode,377,98403,Contracture of palmar fascia [Dupuytren's disease],Musculoskeletal,NA
729,afr,binary,phecode,357,36010,Other disorders of soft tissues,Musculoskeletal,NA
729,amr,binary,phecode,215,29626,Other disorders of soft tissues,Musculoskeletal,NA
729,eur,binary,phecode,945,89031,Other disorders of soft tissues,Musculoskeletal,NA
733,afr,binary,phecode,941,37939,Other disorders of bone and cartilage,Musculoskeletal,NA
733,amr,binary,phecode,638,30291,Other disorders of bone and cartilage,Musculoskeletal,NA
733,eur,binary,phecode,6220,85304,Other disorders of bone and cartilage,Musculoskeletal,NA
733.4,afr,binary,phecode,285,40058,Aseptic necrosis of bone,Musculoskeletal,NA
733.4,eur,binary,phecode,349,98824,Aseptic necrosis of bone,Musculoskeletal,NA
733.6,eur,binary,phecode,215,98116,Costochondritis,Musculoskeletal,NA
733.8,eur,binary,phecode,270,98628,Malunion and nonunion of fracture,Musculoskeletal,NA
735,afr,binary,phecode,1831,37386,Acquired foot deformities,Musculoskeletal,NA
735,amr,binary,phecode,708,30911,Acquired foot deformities,Musculoskeletal,NA
735,eur,binary,phecode,4788,91023,Acquired foot deformities,Musculoskeletal,NA
735.1,afr,binary,phecode,552,39352,Flat foot,Musculoskeletal,NA
735.1,eur,binary,phecode,917,97570,Flat foot,Musculoskeletal,NA
