Trait,Trait_Type,Meta_Group,Category,SubCategory,Description,num_samples.META,num_cases.META,num_controls.META,num_samples.AFR,num_cases.AFR,num_controls.AFR,num_samples.AMR,num_cases.AMR,num_controls.AMR,num_samples.EAS,num_cases.EAS,num_controls.EAS,num_samples.EUR,num_cases.EUR,num_controls.EUR,dbgap_cat.AFR,dbgap_cat.AMR,dbgap_cat.EAS,dbgap_cat.EUR,dbgap_cat.META,dbgap_cat.pheno
Phe_250_23,binary,ALL,PheCodes,Endocrine or Metabolic,Type 2 diabetes with ophthalmic manifestations,609979,45703,564276,115018,11204,103814,57037,5479,51558,6567,459,6108,431357,28561,402796,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_24,binary,ALL,PheCodes,Endocrine or Metabolic,Type 2 diabetes with neurological manifestations,614793,83606,531187,115941,16638,99303,57556,7320,50236,6652,443,6209,434644,59205,375439,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_25,binary,AfAdE,PheCodes,Endocrine or Metabolic,Diabetes type 2 with peripheral circulatory,620717,14256,606461,119264,2956,116308,58729,1343,57386,NA,NA,NA,442724,9957,432767,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_3,binary,AfAdE,PheCodes,Endocrine or Metabolic,Insulin pump user,619297,17246,602051,118639,4132,114507,58470,1835,56635,NA,NA,NA,442188,11279,430909,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_4,binary,ALL,PheCodes,Endocrine or Metabolic,Abnormal glucose,575962,101193,474769,107676,20786,86890,53609,9711,43898,6222,1056,5166,408455,69640,338815,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_41,binary,ALL,PheCodes,Endocrine or Metabolic,Impaired fasting glucose,607760,57053,550707,115429,9853,105576,56515,5563,50952,6458,725,5733,429358,40912,388446,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_42,binary,ALL,PheCodes,Endocrine or Metabolic,Other abnormal glucose,586092,48523,537569,109482,11690,97792,54832,4552,50280,6364,374,5990,415414,31907,383507,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_6,binary,AfAdE,PheCodes,Endocrine or Metabolic,Polyneuropathy in diabetes,616976,25241,591735,118602,4528,114074,58470,2180,56290,NA,NA,NA,439904,18533,421371,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_250_7,binary,ALL,PheCodes,Endocrine or Metabolic,Diabetic retinopathy,611288,47590,563698,115212,11781,103431,57306,5658,51648,6561,483,6078,432209,29668,402541,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_251_1,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hypoglycemia,618666,8447,610219,118124,2166,115958,58548,703,57845,NA,NA,NA,441994,5578,436416,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_252,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of parathyroid gland,628047,8939,619108,120473,2306,118167,59524,670,58854,NA,NA,NA,448050,5963,442087,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_252_1,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hyperparathyroidism,628590,8259,620331,120584,2152,118432,59561,617,58944,NA,NA,NA,448445,5490,442955,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_253,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of the pituitary gland and its hypothalamic control,625588,8767,616821,120544,1713,118831,59214,875,58339,NA,NA,NA,445830,6179,439651,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_253_1,binary,AfAdE,PheCodes,Endocrine or Metabolic,Pituitary hyperfunction,632310,1599,630711,121686,458,121228,59799,229,59570,NA,NA,NA,450825,912,449913,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_253_2,binary,AfE,PheCodes,Endocrine or Metabolic,Pituitary hypofunction,572673,1310,571363,121811,310,121501,NA,NA,NA,NA,NA,NA,450862,1000,449862,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_253_4,binary,AfAdE,PheCodes,Endocrine or Metabolic,Anterior pituitary disorders,629808,3731,626077,121375,520,120855,59657,307,59350,NA,NA,NA,448776,2904,445872,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_255,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of adrenal glands,626507,7460,619047,120338,2075,118263,59429,537,58892,NA,NA,NA,446740,4848,441892,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_255_1,binary,AfE,PheCodes,Endocrine or Metabolic,Adrenal hyperfunction,572358,1692,570666,121597,746,120851,NA,NA,NA,NA,NA,NA,450761,946,449815,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_255_12,binary,AfE,PheCodes,Endocrine or Metabolic,Hyperaldosteronism,572856,1388,571468,121718,677,121041,NA,NA,NA,NA,NA,NA,451138,711,450427,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_255_2,binary,AfE,PheCodes,Endocrine or Metabolic,Adrenal hypofunction,571563,1939,569624,121513,439,121074,NA,NA,NA,NA,NA,NA,450050,1500,448550,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_255_21,binary,AfE,PheCodes,Endocrine or Metabolic,Glucocorticoid deficiency,571862,1702,570160,121597,383,121214,NA,NA,NA,NA,NA,NA,450265,1319,448946,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_256,binary,AfAdE,PheCodes,Endocrine or Metabolic,Ovarian dysfunction,55316,1287,54029,16605,338,16267,5997,243,5754,NA,NA,NA,32714,706,32008,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_256_4,binary,AfAdE,PheCodes,Endocrine or Metabolic,Polycystic ovaries,55468,1195,54273,16650,309,16341,6010,231,5779,NA,NA,NA,32808,655,32153,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_257,binary,AfAdE,PheCodes,Endocrine or Metabolic,Testicular dysfunction,562740,31997,530743,102570,4583,97987,52476,2691,49785,NA,NA,NA,407694,24723,382971,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_257_1,binary,AfAdE,PheCodes,Endocrine or Metabolic,Testicular hypofunction,565532,30673,534859,103240,4309,98931,52835,2551,50284,NA,NA,NA,409457,23813,385644,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_259,binary,AfE,PheCodes,Endocrine or Metabolic,Other endocrine disorders,568845,1647,567198,120936,319,120617,NA,NA,NA,NA,NA,NA,447909,1328,446581,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_259_3,binary,AfE,PheCodes,Endocrine or Metabolic,Delay in sexual development and puberty NEC,572700,1576,571124,121845,209,121636,NA,NA,NA,NA,NA,NA,450855,1367,449488,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_260,binary,AfAdE,PheCodes,Endocrine or Metabolic,Protein-calorie malnutrition,611796,20316,591480,117108,5150,111958,58443,1202,57241,NA,NA,NA,436245,13964,422281,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_260_1,binary,AfE,PheCodes,Endocrine or Metabolic,Cachexia,570350,1353,568997,121019,426,120593,NA,NA,NA,NA,NA,NA,449331,927,448404,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_260_2,binary,AfE,PheCodes,Endocrine or Metabolic,severe protein-calorie malnutrition,568076,3127,564949,120515,995,119520,NA,NA,NA,NA,NA,NA,447561,2132,445429,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_260_3,binary,AfAdE,PheCodes,Endocrine or Metabolic,Adult failure to thrive,626942,5253,621689,120712,1164,119548,59554,307,59247,NA,NA,NA,446676,3782,442894,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_260_6,binary,AfE,PheCodes,Endocrine or Metabolic,Anorexia,565078,2925,562153,119585,939,118646,NA,NA,NA,NA,NA,NA,445493,1986,443507,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE
Phe_261,binary,ALL,PheCodes,Endocrine or Metabolic,Vitamin deficiency,577973,140992,436981,108376,34360,74016,53719,14673,39046,6233,1309,4924,409645,90650,318995,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_261_2,binary,AfAdE,PheCodes,Endocrine or Metabolic,Vitamin B-complex deficiencies,614724,28528,586196,118599,4527,114072,58545,2161,56384,NA,NA,NA,437580,21840,415740,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_261_4,binary,ALL,PheCodes,Endocrine or Metabolic,Vitamin D deficiency,584251,118073,466178,109262,30648,78614,54105,12790,41315,6265,1210,5055,414619,73425,341194,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_261_41,binary,AfE,PheCodes,Endocrine or Metabolic,Rickets or osteomalacia,572577,804,571773,121744,294,121450,NA,NA,NA,NA,NA,NA,450833,510,450323,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_262,binary,AfAdE,PheCodes,Endocrine or Metabolic,Mineral deficiency NEC,627070,3602,623468,120516,823,119693,59363,381,58982,NA,NA,NA,447191,2398,444793,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_263,binary,AfE,PheCodes,Endocrine or Metabolic,Other nutritional deficiency,568457,1615,566842,120495,725,119770,NA,NA,NA,NA,NA,NA,447962,890,447072,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_269,binary,ALL,PheCodes,Endocrine or Metabolic,Proteinuria,625172,17123,608049,117968,4895,113073,58406,1983,56423,6693,212,6481,442105,10033,432072,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_270,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of protein plasma/amino-acid transport and metabolism,620597,12198,608399,119104,3200,115904,58664,895,57769,NA,NA,NA,442829,8103,434726,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_270_2,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of amino acid metabolism,627049,3362,623687,120741,632,120109,59125,362,58763,NA,NA,NA,447183,2368,444815,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_270_3,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of plasma protein metabolism,627057,8451,618606,120347,2497,117850,59483,515,58968,NA,NA,NA,447227,5439,441788,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_270_32,binary,AfAdE,PheCodes,Endocrine or Metabolic,Paraproteinemia,631415,6605,624810,121453,2046,119407,59797,391,59406,NA,NA,NA,450165,4168,445997,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_270_38,binary,AfE,PheCodes,Endocrine or Metabolic,Other specified disorders of plasma protein metabolism,569477,1129,568348,120898,334,120564,NA,NA,NA,NA,NA,NA,448579,795,447784,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_271,binary,ALL,PheCodes,Endocrine or Metabolic,Disorders of carbohydrate transport and metabolism,619527,20559,598968,116803,5585,111218,57720,2347,55373,6582,278,6304,438422,12349,426073,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_271_3,binary,ALL,PheCodes,Endocrine or Metabolic,Intestinal disaccharidase deficiencies and disaccharide malabsorption,620234,19902,600332,117021,5430,111591,57769,2307,55462,6583,274,6309,438861,11891,426970,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_272,binary,ALL,PheCodes,Endocrine or Metabolic,Disorders of lipoid metabolism,602818,462527,140291,114061,82107,31954,55833,39984,15849,6354,4488,1866,426570,335948,90622,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_272_1,binary,ALL,PheCodes,Endocrine or Metabolic,Hyperlipidemia,602872,462132,140740,114081,82035,32046,55840,39936,15904,6348,4481,1867,426603,335680,90923,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_272_11,binary,ALL,PheCodes,Endocrine or Metabolic,Hypercholesterolemia,592786,91236,501550,112891,17737,95154,56088,7166,48922,6536,538,5998,417271,65795,351476,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_272_12,binary,ALL,PheCodes,Endocrine or Metabolic,Hyperglyceridemia,620120,23647,596473,118937,3011,115926,57785,2957,54828,6674,254,6420,436724,17425,419299,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_272_13,binary,ALL,PheCodes,Endocrine or Metabolic,Mixed hyperlipidemia,587470,132546,454924,112369,21139,91230,54976,11971,43005,6397,1030,5367,413728,98406,315322,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_272_9,binary,AfAdE,PheCodes,Endocrine or Metabolic,Unspecified disorder of lipoid metabolism,623483,3064,620419,120151,533,119618,59272,250,59022,NA,NA,NA,444060,2281,441779,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_274,binary,ALL,PheCodes,Endocrine or Metabolic,Gout and other crystal arthrop,620935,64220,556715,117820,14867,102953,58494,3900,54594,6642,1256,5386,437979,44197,393782,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_274_1,binary,ALL,PheCodes,Endocrine or Metabolic,Gout,623613,61357,562256,118168,14437,103731,58763,3643,55120,6659,1243,5416,440023,42034,397989,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_274_11,binary,ALL,PheCodes,Endocrine or Metabolic,Gouty arthropathy,627503,12282,615221,118600,3538,115062,59079,795,58284,6651,237,6414,443173,7712,435461,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_274_2,binary,AfAdE,PheCodes,Endocrine or Metabolic,Crystal arthropathies,628028,4135,623893,121006,700,120306,59466,369,59097,NA,NA,NA,447556,3066,444490,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_274_21,binary,AfAdE,PheCodes,Endocrine or Metabolic,Chondrocalcinosis,628859,3282,625577,121244,536,120708,59527,278,59249,NA,NA,NA,448088,2468,445620,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of mineral metabolism,599554,34608,564946,114875,7832,107043,57199,2640,54559,NA,NA,NA,427480,24136,403344,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275_1,binary,AfAdE,PheCodes,Hematopoietic,Disorders of iron metabolism,630489,3593,626896,121410,408,121002,59647,245,59402,NA,NA,NA,449432,2940,446492,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275_3,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of magnesium metabolism,615996,13552,602444,118268,2851,115417,58579,1009,57570,NA,NA,NA,439149,9692,429457,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275_5,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of calcium/phosphorus metabolism,616938,10511,606427,118413,2717,115696,58582,1025,57557,NA,NA,NA,439943,6769,433174,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275_51,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hypocalcemia,627317,3109,624208,120586,813,119773,59452,259,59193,NA,NA,NA,447279,2037,445242,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275_53,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of phosphorus metabolism,624264,5157,619107,119717,1606,118111,59099,596,58503,NA,NA,NA,445448,2955,442493,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_275_6,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hypercalcemia,625699,8411,617288,120083,2183,117900,59443,505,58938,NA,NA,NA,446173,5723,440450,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276,binary,ALL,PheCodes,Endocrine or Metabolic,"Disorders of fluid, electrolyte, and acid-based balance",564025,108291,455734,106156,24830,81326,53369,8476,44893,6361,559,5802,398139,74426,323713,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_1,binary,ALL,PheCodes,Endocrine or Metabolic,Electrolyte imbalance,578309,81476,496833,109003,19001,90002,54776,6381,48395,6491,448,6043,408039,55646,352393,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_11,binary,AfE,PheCodes,Endocrine or Metabolic,Hyperosmolality and/or hypernatremia,567612,2360,565252,120354,737,119617,NA,NA,NA,NA,NA,NA,447258,1623,445635,NOT_SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_12,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hyposmolality and/or hyponatremia,607762,22490,585272,116946,3481,113465,57609,1865,55744,NA,NA,NA,433207,17144,416063,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_13,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hyperpotassemia,607460,24499,582961,117131,5206,111925,57962,2067,55895,NA,NA,NA,432367,17226,415141,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_14,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hypopotassemia,595013,37317,557696,112591,10895,101696,56685,2763,53922,NA,NA,NA,425737,23659,402078,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_4,binary,AfAdE,PheCodes,Endocrine or Metabolic,Acid-base balance disorder,608854,16316,592538,116475,4455,112020,57896,1422,56474,NA,NA,NA,434483,10439,424044,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_41,binary,AfAdE,PheCodes,Endocrine or Metabolic,Acidosis,612081,13994,598087,117073,3926,113147,58130,1230,56900,NA,NA,NA,436878,8838,428040,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_42,binary,AfE,PheCodes,Endocrine or Metabolic,Alkalosis,567972,1425,566547,120618,403,120215,NA,NA,NA,NA,NA,NA,447354,1022,446332,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_5,binary,AfAdE,PheCodes,Endocrine or Metabolic,Hypovolemia,582553,32682,549871,110517,7420,103097,55468,2463,53005,NA,NA,NA,416568,22799,393769,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_276_6,binary,AfAdE,PheCodes,Endocrine or Metabolic,Fluid overload,622188,6984,615204,119541,1734,117807,59058,664,58394,NA,NA,NA,443589,4586,439003,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_277,binary,AfAdE,PheCodes,Endocrine or Metabolic,Other disorders of metabolism,621651,7568,614083,119341,1536,117805,58978,644,58334,NA,NA,NA,443332,5388,437944,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_277_4,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders of bilirubin excretion,627528,3250,624278,120929,466,120463,59318,350,58968,NA,NA,NA,447281,2434,444847,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_277_5,binary,AfAdE,PheCodes,Endocrine or Metabolic,Other disorders of lipoid metabolism,618430,9588,608842,119052,1858,117194,58313,1073,57240,NA,NA,NA,441065,6657,434408,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_277_51,binary,AfE,PheCodes,Endocrine or Metabolic,Lipoprotein disorders,570711,1673,569038,121423,360,121063,NA,NA,NA,NA,NA,NA,449288,1313,447975,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_277_7,binary,AfAdE,PheCodes,Endocrine or Metabolic,Dysmetabolic syndrome X,627856,5622,622234,120902,1119,119783,59317,553,58764,NA,NA,NA,447637,3950,443687,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_278,binary,ALL,PheCodes,Endocrine or Metabolic,"Overweight, obesity and other hyperalimentation",575115,275905,299210,109205,57785,51420,53484,28266,25218,6190,1974,4216,406236,187880,218356,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_278_1,binary,ALL,PheCodes,Endocrine or Metabolic,Obesity,585585,248843,336742,111076,52351,58725,54309,25279,29030,6346,1613,4733,413854,169600,244254,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_278_11,binary,ALL,PheCodes,Endocrine or Metabolic,Morbid obesity,611383,66264,545119,115819,14258,101561,57136,5871,51265,6711,202,6509,431717,45933,385784,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_278_3,binary,AfE,PheCodes,Endocrine or Metabolic,Localized adiposity,571987,708,571279,121606,202,121404,NA,NA,NA,NA,NA,NA,450381,506,449875,SENSITIVE,NA,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_278_4,binary,AfAdE,PheCodes,Endocrine or Metabolic,Abnormal weight gain,619928,3894,616034,119199,829,118370,58872,301,58571,NA,NA,NA,441857,2764,439093,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_279,binary,AfAdE,PheCodes,Endocrine or Metabolic,Disorders involving the immune mechanism,630445,2369,628076,121343,388,120955,59655,214,59441,NA,NA,NA,449447,1767,447680,SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_279_7,binary,AfAdE,PheCodes,Endocrine or Metabolic,Other immunological findings,627961,2787,625174,120393,820,119573,59334,366,58968,NA,NA,NA,448234,1601,446633,NOT_SENSITIVE,SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_280,binary,ALL,PheCodes,Hematopoietic,Iron deficiency anemias,609332,54444,554888,114289,14759,99530,57609,4499,53110,6674,269,6405,430760,34917,395843,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_280_1,binary,ALL,PheCodes,Hematopoietic,"Iron deficiency anemias, unspecified or notdue to blood loss",611743,49949,561794,114708,13707,101001,57746,4109,53637,6688,236,6452,432601,31897,400704,NOT_SENSITIVE,NOT_SENSITIVE,SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
Phe_280_2,binary,AfAdE,PheCodes,Hematopoietic,Iron deficiency anemia secondary to blood loss (chronic),620859,7789,613070,118926,2078,116848,58870,711,58159,NA,NA,NA,443063,5000,438063,NOT_SENSITIVE,NOT_SENSITIVE,NA,NOT_SENSITIVE,NOT_SENSITIVE,NOT_SENSITIVE
