File: A1C_Mean_INT_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
MAFbin5	5.8625e-02	5.3861e-01	3.3664e-01	9.1874e+00	5.7422e+00	7.8180e-02
MAFbin6	5.9415e-02	1.0886e-01	2.0524e-01	1.8322e+00	3.4543e+00	8.0945e-01
MAFbin7	5.9469e-02	-1.9598e-02	2.2151e-01	-3.2954e-01	3.7247e+00	7.2134e-01
MAFbin8	5.9765e-02	4.6066e-01	3.0138e-01	7.7079e+00	5.0427e+00	9.2432e-02
MAFbin9	6.0284e-02	-1.2110e-01	2.2687e-01	-2.0089e+00	3.7633e+00	3.8621e-01
MAFbin10	5.8711e-02	-1.8019e-01	1.8554e-01	-3.0690e+00	3.1602e+00	1.5678e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-4.2291e-01	8.9745e-01	-2.0907e+05	4.4366e+05	6.5252e-01
MAF_Adj_LLD_AFR	1.6675e-03	-9.9412e-01	5.2119e-01	-5.9618e+02	3.1256e+02	3.9813e-02
Recomb_Rate_10kb	1.5151e+00	2.3822e+00	2.0850e+00	1.5723e+00	1.3761e+00	6.8415e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.3783e+00	9.5374e-01	1.2087e+00	2.1434e-01	2.8976e-01
Backgrd_Selection_Stat	1.8503e-01	2.4819e-03	1.0141e-01	1.3413e-02	5.4808e-01	7.9866e-03
CpG_Content_50kb	1.0097e-02	1.3732e-02	1.8963e-03	1.3600e+00	1.8781e-01	4.3299e-02

---

File: Phe_278_11_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-1.5564e+00	2.1132e+01	-2.4467e+02	3.3219e+03	5.7887e-01
020222_ATAC_Stim_UT	6.4117e-03	5.7495e-01	8.8079e+00	8.9672e+01	1.3737e+03	8.4855e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.8736e+00	2.5987e+01	3.3543e+03	4.6525e+04	2.1590e-01
ASoC_UT_11samp_WGS	4.8543e-04	-6.5672e-01	8.9187e+00	-1.3528e+03	1.8373e+04	4.3334e-01
MAFbin1	6.1034e-02	1.5162e+00	1.9681e+01	2.4842e+01	3.2246e+02	6.2781e-01
MAFbin2	5.9542e-02	3.6317e+00	5.0028e+01	6.0993e+01	8.4022e+02	5.1490e-01
MAFbin3	5.9394e-02	-2.0246e+00	2.9539e+01	-3.4088e+01	4.9735e+02	4.8249e-01
MAFbin4	6.0043e-02	2.4007e+00	3.3287e+01	3.9984e+01	5.5439e+02	2.5328e-01
MAFbin5	5.8625e-02	6.1464e+00	8.4734e+01	1.0484e+02	1.4454e+03	1.0855e-01
MAFbin6	5.9415e-02	1.8920e+00	2.6180e+01	3.1844e+01	4.4063e+02	5.5527e-01
MAFbin7	5.9469e-02	-8.0735e-01	1.1536e+01	-1.3576e+01	1.9398e+02	6.4039e-01
MAFbin8	5.9765e-02	-2.1411e-01	3.0331e+00	-3.5826e+00	5.0751e+01	9.0962e-01
MAFbin9	6.0284e-02	1.3223e+00	1.6942e+01	2.1935e+01	2.8104e+02	6.3115e-01
MAFbin10	5.8711e-02	4.3305e-01	6.0200e+00	7.3759e+00	1.0254e+02	8.6688e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	2.6692e+01	3.7632e+02	1.3195e+07	1.8603e+08	1.5966e-01
MAF_Adj_LLD_AFR	1.6675e-03	4.4097e+00	6.5710e+01	2.6445e+03	3.9407e+04	5.9504e-01
Recomb_Rate_10kb	1.5151e+00	-1.3157e+01	2.3859e+02	-8.6841e+00	1.5747e+02	5.9966e-01
Nucleotide_Diversity_10kb	4.4496e+00	-9.4563e+00	1.9485e+02	-2.1252e+00	4.3789e+01	2.5857e-01
Backgrd_Selection_Stat	1.8503e-01	-9.5200e-01	1.5857e+01	-5.1450e+00	8.5699e+01	3.3545e-01
CpG_Content_50kb	1.0097e-02	4.4893e-02	4.6583e-01	4.4461e+00	4.6135e+01	6.5519e-02

---

File: Phe_278_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-8.6567e-04	1.5980e-01	-1.3608e-01	2.5121e+01	9.6522e-01
020222_ATAC_Stim_UT	6.4117e-03	-1.0333e-02	1.6127e-01	-1.6115e+00	2.5152e+01	9.2006e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	9.6105e-02	7.1024e-02	1.7206e+02	1.2716e+02	1.3898e-01
ASoC_UT_11samp_WGS	4.8543e-04	-5.1921e-02	3.4828e-02	-1.0696e+02	7.1745e+01	1.3245e-01
MAFbin1	6.1034e-02	-1.1015e-01	1.5073e-01	-1.8048e+00	2.4696e+00	1.9542e-01
MAFbin2	5.9542e-02	3.5546e-01	3.2658e-01	5.9700e+00	5.4849e+00	3.3129e-01
MAFbin3	5.9394e-02	-4.4872e-03	1.7226e-01	-7.5551e-02	2.9003e+00	7.1461e-01
MAFbin4	6.0043e-02	2.5829e-01	1.8884e-01	4.3017e+00	3.1451e+00	2.7555e-01
MAFbin5	5.8625e-02	2.7850e-01	1.9094e-01	4.7505e+00	3.2570e+00	1.9183e-01
MAFbin6	5.9415e-02	1.0542e-01	1.1895e-01	1.7743e+00	2.0020e+00	7.0835e-01
MAFbin7	5.9469e-02	3.8638e-02	1.0365e-01	6.4972e-01	1.7428e+00	8.5046e-01
MAFbin8	5.9765e-02	1.2228e-01	1.1273e-01	2.0460e+00	1.8862e+00	5.7488e-01
MAFbin9	6.0284e-02	6.1468e-03	1.1627e-01	1.0196e-01	1.9287e+00	6.4292e-01
MAFbin10	5.8711e-02	2.0815e-01	1.5200e-01	3.5453e+00	2.5889e+00	3.0584e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.0926e+00	1.0419e+00	5.4015e+05	5.1507e+05	2.2643e-01
MAF_Adj_LLD_AFR	1.6675e-03	1.4392e-01	4.1108e-01	8.6312e+01	2.4652e+02	7.2752e-01
Recomb_Rate_10kb	1.5151e+00	-6.6597e-01	1.5692e+00	-4.3955e-01	1.0357e+00	6.2012e-02
Nucleotide_Diversity_10kb	4.4496e+00	4.0770e+00	5.9948e-01	9.1627e-01	1.3473e-01	5.3633e-01
Backgrd_Selection_Stat	1.8503e-01	1.9577e-01	5.6859e-02	1.0580e+00	3.0729e-01	8.5686e-01
CpG_Content_50kb	1.0097e-02	1.2873e-02	1.2304e-03	1.2750e+00	1.2185e-01	1.0681e-02

---

File: Phe_278_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.6021e-02	1.8081e-01	2.5184e+00	2.8423e+01	9.5940e-01
020222_ATAC_Stim_UT	6.4117e-03	2.3836e-02	1.8496e-01	3.7176e+00	2.8848e+01	9.2852e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.1957e-01	9.2420e-02	2.1407e+02	1.6546e+02	1.3194e-01
ASoC_UT_11samp_WGS	4.8543e-04	-3.8800e-02	3.9934e-02	-7.9928e+01	8.2264e+01	3.4257e-01
MAFbin1	6.1034e-02	-1.3663e-01	1.7930e-01	-2.2385e+00	2.9377e+00	1.9349e-01
MAFbin2	5.9542e-02	4.4616e-01	3.9972e-01	7.4932e+00	6.7132e+00	2.7757e-01
MAFbin3	5.9394e-02	-5.0301e-02	1.9897e-01	-8.4691e-01	3.3501e+00	5.8177e-01
MAFbin4	6.0043e-02	2.8979e-01	2.2927e-01	4.8263e+00	3.8185e+00	2.8393e-01
MAFbin5	5.8625e-02	3.3595e-01	2.3318e-01	5.7305e+00	3.9776e+00	1.5751e-01
MAFbin6	5.9415e-02	1.5573e-04	1.4254e-01	2.6211e-03	2.3991e+00	6.7283e-01
MAFbin7	5.9469e-02	-3.2192e-03	1.2751e-01	-5.4132e-02	2.1441e+00	6.4436e-01
MAFbin8	5.9765e-02	1.6819e-01	1.3573e-01	2.8142e+00	2.2710e+00	4.0007e-01
MAFbin9	6.0284e-02	5.1291e-02	1.3639e-01	8.5082e-01	2.2624e+00	9.4796e-01
MAFbin10	5.8711e-02	1.9830e-01	1.9064e-01	3.3776e+00	3.2470e+00	4.4833e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	9.1187e-01	1.1557e+00	4.5079e+05	5.7134e+05	3.8348e-01
MAF_Adj_LLD_AFR	1.6675e-03	2.9166e-01	5.0991e-01	1.7491e+02	3.0579e+02	5.4894e-01
Recomb_Rate_10kb	1.5151e+00	-1.7315e+00	2.3450e+00	-1.1428e+00	1.5477e+00	3.1975e-02
Nucleotide_Diversity_10kb	4.4496e+00	4.0171e+00	6.7402e-01	9.0279e-01	1.5148e-01	5.2584e-01
Backgrd_Selection_Stat	1.8503e-01	2.1526e-01	6.8696e-02	1.1634e+00	3.7126e-01	6.7447e-01
CpG_Content_50kb	1.0097e-02	1.2970e-02	1.4485e-03	1.2846e+00	1.4345e-01	3.2439e-02

---

File: Phe_530_11_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	4.2822e-01	2.2526e-01	6.7315e+01	3.5410e+01	2.3200e-02
020222_ATAC_Stim_UT	6.4117e-03	5.7327e-01	2.7508e-01	8.9410e+01	4.2903e+01	8.9402e-03
ASoC_TNFa_11samp_WGS	5.5855e-04	1.8165e-02	8.3866e-02	3.2521e+01	1.5015e+02	8.3224e-01
ASoC_UT_11samp_WGS	4.8543e-04	-9.8808e-02	6.4739e-02	-2.0355e+02	1.3336e+02	4.0272e-02
MAFbin1	6.1034e-02	2.9820e-02	1.5105e-01	4.8858e-01	2.4749e+00	8.3058e-01
MAFbin2	5.9542e-02	6.1605e-02	1.5804e-01	1.0346e+00	2.6543e+00	9.8947e-01
MAFbin3	5.9394e-02	1.1686e-01	1.7078e-01	1.9675e+00	2.8754e+00	7.2911e-01
MAFbin4	6.0043e-02	1.9879e-02	1.5283e-01	3.3108e-01	2.5453e+00	7.9053e-01
MAFbin5	5.8625e-02	-3.5958e-02	1.7707e-01	-6.1336e-01	3.0203e+00	5.7560e-01
MAFbin6	5.9415e-02	7.8442e-02	1.5028e-01	1.3203e+00	2.5294e+00	8.9734e-01
MAFbin7	5.9469e-02	-1.3984e-01	1.2346e-01	-2.3514e+00	2.0760e+00	6.9204e-02
MAFbin8	5.9765e-02	5.6550e-03	2.0470e-01	9.4621e-02	3.4251e+00	7.8553e-01
MAFbin9	6.0284e-02	1.4702e-03	2.1164e-01	2.4388e-02	3.5107e+00	7.7982e-01
MAFbin10	5.8711e-02	7.9743e-01	4.7909e-01	1.3582e+01	8.1600e+00	2.9409e-03
MAF_Adj_Predicted_Allele_Age	2.0228e-06	1.9348e-01	6.6083e-01	9.5647e+04	3.2669e+05	7.4866e-01
MAF_Adj_LLD_AFR	1.6675e-03	-4.7650e-02	3.5126e-01	-2.8576e+01	2.1066e+02	8.8832e-01
Recomb_Rate_10kb	1.5151e+00	2.9955e+00	1.6383e+00	1.9771e+00	1.0813e+00	4.2217e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.1020e+00	9.7389e-01	9.2187e-01	2.1887e-01	6.5071e-01
Backgrd_Selection_Stat	1.8503e-01	2.5005e-01	6.5593e-02	1.3514e+00	3.5449e-01	2.9019e-01
CpG_Content_50kb	1.0097e-02	1.0398e-02	1.1755e-03	1.0298e+00	1.1642e-01	8.0301e-01

---

File: Phe_530_13_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-7.1972e-02	1.2161e-01	-1.1314e+01	1.9117e+01	5.1751e-01
020222_ATAC_Stim_UT	6.4117e-03	-6.1589e-03	1.4731e-01	-9.6057e-01	2.2975e+01	9.3109e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.1256e-02	3.1045e-02	-2.0151e+01	5.5581e+01	7.0615e-01
ASoC_UT_11samp_WGS	4.8543e-04	-5.3397e-02	2.9629e-02	-1.1000e+02	6.1035e+01	2.7404e-02
MAFbin1	6.1034e-02	-6.8877e-02	5.8056e-02	-1.1285e+00	9.5121e-01	9.9095e-03
MAFbin2	5.9542e-02	1.3434e-01	9.4824e-02	2.2562e+00	1.5926e+00	4.2336e-01
MAFbin3	5.9394e-02	2.7574e-02	6.8226e-02	4.6426e-01	1.1487e+00	6.4080e-01
MAFbin4	6.0043e-02	1.1222e-01	8.7359e-02	1.8689e+00	1.4549e+00	5.3919e-01
MAFbin5	5.8625e-02	-1.3024e-01	7.5741e-02	-2.2216e+00	1.2920e+00	4.3799e-03
MAFbin6	5.9415e-02	1.1645e-01	7.2784e-02	1.9599e+00	1.2250e+00	4.0739e-01
MAFbin7	5.9469e-02	1.0836e-01	6.0505e-02	1.8220e+00	1.0174e+00	3.9095e-01
MAFbin8	5.9765e-02	-8.1899e-02	9.8811e-02	-1.3704e+00	1.6533e+00	1.1095e-01
MAFbin9	6.0284e-02	3.2440e-01	1.3399e-01	5.3813e+00	2.2226e+00	2.7139e-02
MAFbin10	5.8711e-02	7.2284e-02	9.8116e-02	1.2312e+00	1.6712e+00	8.8786e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-3.2123e-01	3.3580e-01	-1.5880e+05	1.6600e+05	3.6017e-01
MAF_Adj_LLD_AFR	1.6675e-03	-3.6691e-01	1.8202e-01	-2.2004e+02	1.0916e+02	5.6957e-02
Recomb_Rate_10kb	1.5151e+00	2.2779e+00	1.0635e+00	1.5035e+00	7.0193e-01	4.8753e-01
Nucleotide_Diversity_10kb	4.4496e+00	3.6937e+00	3.8039e-01	8.3011e-01	8.5488e-02	2.6735e-02
Backgrd_Selection_Stat	1.8503e-01	2.8918e-01	5.0116e-02	1.5629e+00	2.7085e-01	3.2014e-02
CpG_Content_50kb	1.0097e-02	1.1501e-02	7.4230e-04	1.1391e+00	7.3516e-02	9.6858e-02

---

File: Phe_530_14_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.0468e+00	1.0841e+00	1.6455e+02	1.7043e+02	1.1529e-02
020222_ATAC_Stim_UT	6.4117e-03	7.0418e-01	8.0611e-01	1.0983e+02	1.2572e+02	1.5027e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	2.1583e-01	2.6308e-01	3.8640e+02	4.7100e+02	1.4470e-01
ASoC_UT_11samp_WGS	4.8543e-04	1.4307e-01	1.7275e-01	2.9473e+02	3.5587e+02	1.2614e-01
MAFbin1	6.1034e-02	-1.9634e-01	4.7895e-01	-3.2169e+00	7.8472e+00	5.4791e-01
MAFbin2	5.9542e-02	-6.0334e-01	9.2220e-01	-1.0133e+01	1.5488e+01	2.5688e-01
MAFbin3	5.9394e-02	-6.6322e-01	8.2250e-01	-1.1166e+01	1.3848e+01	1.0240e-01
MAFbin4	6.0043e-02	5.6095e-01	6.3291e-01	9.3424e+00	1.0541e+01	1.5065e-01
MAFbin5	5.8625e-02	-2.9448e-01	4.8926e-01	-5.0232e+00	8.3457e+00	3.4131e-01
MAFbin6	5.9415e-02	6.8993e-01	6.2881e-01	1.1612e+01	1.0583e+01	6.0794e-03
MAFbin7	5.9469e-02	-3.8362e-01	4.7337e-01	-6.4507e+00	7.9600e+00	1.5240e-01
MAFbin8	5.9765e-02	6.3309e-02	4.4341e-01	1.0593e+00	7.4193e+00	9.9355e-01
MAFbin9	6.0284e-02	-1.7109e-02	4.1867e-01	-2.8380e-01	6.9449e+00	8.5550e-01
MAFbin10	5.8711e-02	2.7299e-02	4.8272e-01	4.6496e-01	8.2220e+00	9.4761e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-1.4391e+00	1.5710e+00	-7.1143e+05	7.7664e+05	2.5960e-01
MAF_Adj_LLD_AFR	1.6675e-03	5.7794e-01	1.0880e+00	3.4659e+02	6.5251e+02	4.4962e-01
Recomb_Rate_10kb	1.5151e+00	1.1815e+01	9.2837e+00	7.7982e+00	6.1273e+00	2.6881e-02
Nucleotide_Diversity_10kb	4.4496e+00	3.8523e+00	1.6856e+00	8.6577e-01	3.7882e-01	6.8396e-01
Backgrd_Selection_Stat	1.8503e-01	3.2734e-01	2.0394e-01	1.7691e+00	1.1022e+00	3.4387e-01
CpG_Content_50kb	1.0097e-02	1.7767e-02	6.9845e-03	1.7596e+00	6.9173e-01	4.4407e-03

---

File: Phe_530_1_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	3.3236e-01	1.6663e-01	5.2246e+01	2.6194e+01	2.8445e-02
020222_ATAC_Stim_UT	6.4117e-03	4.2164e-01	1.8142e-01	6.5762e+01	2.8295e+01	1.1122e-02
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.3964e-03	6.5610e-02	-2.5001e+00	1.1746e+02	9.7631e-01
ASoC_UT_11samp_WGS	4.8543e-04	-9.4488e-02	5.0606e-02	-1.9465e+02	1.0425e+02	2.2911e-02
MAFbin1	6.1034e-02	1.4559e-02	1.2461e-01	2.3854e-01	2.0417e+00	7.0390e-01
MAFbin2	5.9542e-02	3.8123e-02	1.1962e-01	6.4027e-01	2.0090e+00	8.5646e-01
MAFbin3	5.9394e-02	1.5219e-01	1.4257e-01	2.5624e+00	2.4004e+00	5.0305e-01
MAFbin4	6.0043e-02	1.4673e-02	1.1661e-01	2.4437e-01	1.9422e+00	6.9739e-01
MAFbin5	5.8625e-02	-7.0518e-02	1.4124e-01	-1.2029e+00	2.4093e+00	3.4052e-01
MAFbin6	5.9415e-02	1.1827e-01	1.2721e-01	1.9906e+00	2.1411e+00	6.3486e-01
MAFbin7	5.9469e-02	-8.3892e-02	9.3977e-02	-1.4107e+00	1.5803e+00	1.2850e-01
MAFbin8	5.9765e-02	5.4882e-02	1.7796e-01	9.1829e-01	2.9777e+00	9.7767e-01
MAFbin9	6.0284e-02	2.8960e-03	1.6837e-01	4.8039e-02	2.7930e+00	7.3321e-01
MAFbin10	5.8711e-02	6.9849e-01	3.2019e-01	1.1897e+01	5.4536e+00	2.0245e-03
MAF_Adj_Predicted_Allele_Age	2.0228e-06	3.3769e-01	5.4147e-01	1.6694e+05	2.6768e+05	4.9285e-01
MAF_Adj_LLD_AFR	1.6675e-03	-6.7512e-02	2.9607e-01	-4.0488e+01	1.7756e+02	8.1577e-01
Recomb_Rate_10kb	1.5151e+00	3.8488e+00	1.4282e+00	2.5402e+00	9.4259e-01	1.2502e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.0352e+00	7.2177e-01	9.0686e-01	1.6221e-01	4.9144e-01
Backgrd_Selection_Stat	1.8503e-01	2.2907e-01	4.8474e-02	1.2380e+00	2.6197e-01	3.6048e-01
CpG_Content_50kb	1.0097e-02	1.0472e-02	9.8607e-04	1.0372e+00	9.7658e-02	7.1312e-01

---

File: Phe_530_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	3.3326e-01	1.6835e-01	5.2389e+01	2.6465e+01	2.6167e-02
020222_ATAC_Stim_UT	6.4117e-03	4.3306e-01	1.8694e-01	6.7543e+01	2.9156e+01	8.7857e-03
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.3225e-02	7.0536e-02	-2.3676e+01	1.2628e+02	8.4587e-01
ASoC_UT_11samp_WGS	4.8543e-04	-8.4599e-02	5.1501e-02	-1.7428e+02	1.0609e+02	5.8522e-02
MAFbin1	6.1034e-02	-3.4496e-03	1.3629e-01	-5.6519e-02	2.2330e+00	6.2679e-01
MAFbin2	5.9542e-02	2.2329e-02	1.2297e-01	3.7502e-01	2.0653e+00	7.5853e-01
MAFbin3	5.9394e-02	1.7901e-01	1.4700e-01	3.0140e+00	2.4751e+00	4.0134e-01
MAFbin4	6.0043e-02	1.0411e-02	1.1370e-01	1.7340e-01	1.8937e+00	6.6352e-01
MAFbin5	5.8625e-02	-8.1254e-02	1.3407e-01	-1.3860e+00	2.2869e+00	2.6700e-01
MAFbin6	5.9415e-02	1.3503e-01	1.3411e-01	2.2726e+00	2.2572e+00	5.5781e-01
MAFbin7	5.9469e-02	-7.2611e-02	9.7521e-02	-1.2210e+00	1.6399e+00	1.7396e-01
MAFbin8	5.9765e-02	9.8254e-02	1.9083e-01	1.6440e+00	3.1930e+00	8.3687e-01
MAFbin9	6.0284e-02	1.8633e-02	1.7496e-01	3.0908e-01	2.9022e+00	8.1157e-01
MAFbin10	5.8711e-02	6.4579e-01	3.0602e-01	1.0999e+01	5.2123e+00	4.3529e-03
MAF_Adj_Predicted_Allele_Age	2.0228e-06	3.1693e-01	5.6812e-01	1.5667e+05	2.8085e+05	5.4261e-01
MAF_Adj_LLD_AFR	1.6675e-03	-1.5017e-01	2.9499e-01	-9.0060e+01	1.7691e+02	6.1505e-01
Recomb_Rate_10kb	1.5151e+00	3.4592e+00	1.4697e+00	2.2831e+00	9.6999e-01	2.2023e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.0615e+00	7.1857e-01	9.1278e-01	1.6149e-01	5.2435e-01
Backgrd_Selection_Stat	1.8503e-01	2.3211e-01	5.0265e-02	1.2544e+00	2.7165e-01	3.3511e-01
CpG_Content_50kb	1.0097e-02	1.0399e-02	9.8134e-04	1.0299e+00	9.7190e-02	7.6562e-01

---

File: Phe_531_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-1.8677e-01	4.6137e-01	-2.9361e+01	7.2526e+01	6.4143e-01
020222_ATAC_Stim_UT	6.4117e-03	8.2561e-02	4.8926e-01	1.2877e+01	7.6308e+01	8.6387e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	1.1177e-01	1.7514e-01	2.0010e+02	3.1357e+02	4.8999e-01
ASoC_UT_11samp_WGS	4.8543e-04	-9.7131e-03	1.4472e-01	-2.0009e+01	2.9812e+02	9.3731e-01
MAFbin1	6.1034e-02	7.1150e-02	1.6046e-01	1.1658e+00	2.6290e+00	9.4842e-01
MAFbin2	5.9542e-02	-1.8559e-01	2.5867e-01	-3.1169e+00	4.3443e+00	3.0854e-01
MAFbin3	5.9394e-02	4.0825e-01	3.1867e-01	6.8736e+00	5.3654e+00	1.7525e-01
MAFbin4	6.0043e-02	-4.2528e-02	2.4774e-01	-7.0830e-01	4.1261e+00	6.6712e-01
MAFbin5	5.8625e-02	9.1964e-02	1.7381e-01	1.5687e+00	2.9648e+00	8.4061e-01
MAFbin6	5.9415e-02	7.2269e-02	2.6587e-01	1.2163e+00	4.4748e+00	9.5719e-01
MAFbin7	5.9469e-02	-2.9148e-01	2.4847e-01	-4.9013e+00	4.1782e+00	6.2654e-02
MAFbin8	5.9765e-02	-5.0425e-02	1.8131e-01	-8.4372e-01	3.0337e+00	5.1959e-01
MAFbin9	6.0284e-02	3.2542e-01	4.5306e-01	5.3982e+00	7.5154e+00	5.2217e-01
MAFbin10	5.8711e-02	2.6771e-01	3.5610e-01	4.5597e+00	6.0653e+00	5.0523e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-8.8078e-01	1.0588e+00	-4.3542e+05	5.2342e+05	3.2310e-01
MAF_Adj_LLD_AFR	1.6675e-03	1.0472e+00	1.0746e+00	6.2800e+02	6.4442e+02	1.9837e-01
Recomb_Rate_10kb	1.5151e+00	2.9802e+00	2.8311e+00	1.9670e+00	1.8686e+00	6.1223e-01
Nucleotide_Diversity_10kb	4.4496e+00	4.2230e+00	1.7257e+00	9.4907e-01	3.8784e-01	8.8137e-01
Backgrd_Selection_Stat	1.8503e-01	1.6020e-01	9.4026e-02	8.6576e-01	5.0815e-01	7.7661e-01
CpG_Content_50kb	1.0097e-02	1.3614e-02	4.4072e-03	1.3483e+00	4.3648e-01	4.4922e-01

---

File: Phe_535_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	1.1537e+00	1.4084e+00	1.8137e+02	2.2139e+02	5.6930e-02
020222_ATAC_Stim_UT	6.4117e-03	6.3223e-01	9.1588e-01	9.8606e+01	1.4285e+02	3.1705e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	-1.4371e-01	2.6213e-01	-2.5730e+02	4.6930e+02	5.0781e-01
ASoC_UT_11samp_WGS	4.8543e-04	-4.1888e-02	2.1703e-01	-8.6291e+01	4.4709e+02	8.4060e-01
MAFbin1	6.1034e-02	4.3915e-01	5.2038e-01	7.1951e+00	8.5262e+00	2.5333e-01
MAFbin2	5.9542e-02	-6.9256e-01	1.0783e+00	-1.1631e+01	1.8111e+01	2.0887e-01
MAFbin3	5.9394e-02	9.4859e-01	1.0582e+00	1.5971e+01	1.7816e+01	7.7662e-03
MAFbin4	6.0043e-02	-1.4874e-01	4.5868e-01	-2.4773e+00	7.6392e+00	6.0719e-01
MAFbin5	5.8625e-02	7.0593e-01	7.6755e-01	1.2042e+01	1.3093e+01	5.1677e-02
MAFbin6	5.9415e-02	-5.0628e-01	7.8272e-01	-8.5210e+00	1.3174e+01	2.2720e-01
MAFbin7	5.9469e-02	3.4522e-01	4.0042e-01	5.8051e+00	6.7331e+00	1.9343e-01
MAFbin8	5.9765e-02	-9.6316e-01	1.2716e+00	-1.6116e+01	2.1276e+01	8.4119e-02
MAFbin9	6.0284e-02	5.5830e-01	7.7335e-01	9.2611e+00	1.2828e+01	2.8596e-01
MAFbin10	5.8711e-02	-4.1624e-01	7.0574e-01	-7.0895e+00	1.2020e+01	3.2774e-01
MAF_Adj_Predicted_Allele_Age	2.0228e-06	-2.3889e+00	2.4767e+00	-1.1809e+06	1.2244e+06	1.9034e-01
MAF_Adj_LLD_AFR	1.6675e-03	-3.3454e-01	8.0763e-01	-2.0063e+02	4.8434e+02	7.2249e-01
Recomb_Rate_10kb	1.5151e+00	7.3059e+00	6.0459e+00	4.8220e+00	3.9903e+00	3.1480e-01
Nucleotide_Diversity_10kb	4.4496e+00	5.5678e+00	1.9278e+00	1.2513e+00	4.3326e-01	4.7584e-01
Backgrd_Selection_Stat	1.8503e-01	2.2081e-01	1.5060e-01	1.1934e+00	8.1388e-01	8.0417e-01
CpG_Content_50kb	1.0097e-02	5.0437e-03	8.3047e-03	4.9952e-01	8.2248e-01	2.3422e-01

---

File: Phe_536_enrichment.results
Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p
020222_ATAC_Stim_TNFa	6.3614e-03	-4.6611e+00	2.6313e+02	-7.3272e+02	4.1364e+04	3.4200e-01
020222_ATAC_Stim_UT	6.4117e-03	-1.8577e+00	9.8907e+01	-2.8974e+02	1.5426e+04	7.0587e-01
ASoC_TNFa_11samp_WGS	5.5855e-04	9.0180e-01	5.5163e+01	1.6145e+03	9.8760e+04	4.2855e-01
ASoC_UT_11samp_WGS	4.8543e-04	9.1525e-01	5.5980e+01	1.8854e+03	1.1532e+05	2.8282e-01
MAFbin1	6.1034e-02	2.9821e-01	1.8401e+01	4.8860e+00	3.0148e+02	9.0964e-01
MAFbin2	5.9542e-02	7.6984e-01	4.8924e+01	1.2929e+01	8.2167e+02	7.9377e-01
